pokedex_number,pokemon_name,next_evolution,pokemon_weight,pokemon_height,pokemon_type,pokemon_abilities
0725,Litten,"##0725 - Litten (https://pokemondb.net/pokedex/litten), ##0726 - Torracat (https://pokemondb.net/pokedex/torracat), ##0727 - Incineroar (https://pokemondb.net/pokedex/incineroar)",4.3 kg,40.0 cm,Fire,"Growl (https://pokemondb.net/move/growl), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Growl (https://pokemondb.net/move/growl), Normal (https://pokemondb.net/type/normal), Pay Day (https://pokemondb.net/move/pay-day), Swords Dance (https://pokemondb.net/move/swords-dance)"
0728,Popplio,"##0728 - Popplio (https://pokemondb.net/pokedex/popplio), ##0729 - Brionne (https://pokemondb.net/pokedex/brionne), ##0730 - Primarina (https://pokemondb.net/pokedex/primarina)",7.5 kg,40.0 cm,Water,"Growl (https://pokemondb.net/move/growl), Water (https://pokemondb.net/type/water), Charm (https://pokemondb.net/move/charm), Growl (https://pokemondb.net/move/growl), Water (https://pokemondb.net/type/water), Water (https://pokemondb.net/type/water), Rest (https://pokemondb.net/move/rest), Hydro Pump (https://pokemondb.net/move/hydro-pump)"
0729,Brionne,"##0728 - Popplio (https://pokemondb.net/pokedex/popplio), ##0729 - Brionne (https://pokemondb.net/pokedex/brionne), ##0730 - Primarina (https://pokemondb.net/pokedex/primarina)",17.5 kg,60.0 cm,Water,"Disarming Voice (https://pokemondb.net/move/disarming-voice), Charm (https://pokemondb.net/move/charm), Disarming Voice (https://pokemondb.net/move/disarming-voice), Water (https://pokemondb.net/type/water), Water (https://pokemondb.net/type/water), Rest (https://pokemondb.net/move/rest), Hydro Pump (https://pokemondb.net/move/hydro-pump)"
0724,Decidueye,"##0722 - Rowlet (https://pokemondb.net/pokedex/rowlet), ##0723 - Dartrix (https://pokemondb.net/pokedex/dartrix), ##0724 - Decidueye (https://pokemondb.net/pokedex/decidueye), ##0724 - Decidueye (https://pokemondb.net/pokedex/decidueye)",36.6 kg,160.0 cm,Grass,"Astonish (https://pokemondb.net/move/astonish), Growl (https://pokemondb.net/move/growl), Ghost (https://pokemondb.net/type/ghost), Fighting (https://pokemondb.net/type/fighting), Ghost (https://pokemondb.net/type/ghost), Take Down (https://pokemondb.net/move/take-down), Take Down (https://pokemondb.net/move/take-down), Rock Smash (https://pokemondb.net/move/rock-smash), Flying (https://pokemondb.net/type/flying)"
0727,Incineroar,"##0725 - Litten (https://pokemondb.net/pokedex/litten), ##0726 - Torracat (https://pokemondb.net/pokedex/torracat), ##0727 - Incineroar (https://pokemondb.net/pokedex/incineroar)",83.0 kg,180.0 cm,Fire,"Bulk Up (https://pokemondb.net/move/bulk-up), Dark (https://pokemondb.net/type/dark), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Bulk Up (https://pokemondb.net/move/bulk-up), Dark (https://pokemondb.net/type/dark), Normal (https://pokemondb.net/type/normal), Fire (https://pokemondb.net/type/fire), Mega Punch (https://pokemondb.net/move/mega-punch), Swords Dance (https://pokemondb.net/move/swords-dance)"
0730,Primarina,"##0728 - Popplio (https://pokemondb.net/pokedex/popplio), ##0729 - Brionne (https://pokemondb.net/pokedex/brionne), ##0730 - Primarina (https://pokemondb.net/pokedex/primarina)",44.0 kg,180.0 cm,Water,"Disarming Voice (https://pokemondb.net/move/disarming-voice), Water (https://pokemondb.net/type/water), Charm (https://pokemondb.net/move/charm), Disarming Voice (https://pokemondb.net/move/disarming-voice), Water (https://pokemondb.net/type/water), Water (https://pokemondb.net/type/water), Water (https://pokemondb.net/type/water), Hyper Beam (https://pokemondb.net/move/hyper-beam), Hydro Pump (https://pokemondb.net/move/hydro-pump)"
0722,Rowlet,"##0722 - Rowlet (https://pokemondb.net/pokedex/rowlet), ##0723 - Dartrix (https://pokemondb.net/pokedex/dartrix), ##0724 - Decidueye (https://pokemondb.net/pokedex/decidueye), ##0724 - Decidueye (https://pokemondb.net/pokedex/decidueye)",1.5 kg,30.0 cm,Grass,"Growl (https://pokemondb.net/move/growl), Ghost (https://pokemondb.net/type/ghost), Take Down (https://pokemondb.net/move/take-down), Gust (https://pokemondb.net/move/gust), Flying (https://pokemondb.net/type/flying)"
0721,Volcanion,,195.0 kg,170.0 cm,Fire,"Fire Spin (https://pokemondb.net/move/fire-spin), Take Down (https://pokemondb.net/move/take-down), Fire Spin (https://pokemondb.net/move/fire-spin), Ground (https://pokemondb.net/type/ground), Hyper Beam (https://pokemondb.net/move/hyper-beam), Body Slam (https://pokemondb.net/move/body-slam)"
0720,Hoopa,,9.0 kg,50.0 cm,Psychic,"Ally Switch (https://pokemondb.net/move/ally-switch), Ally Switch (https://pokemondb.net/move/ally-switch), Take Down (https://pokemondb.net/move/take-down), Ally Switch (https://pokemondb.net/move/ally-switch), Ally Switch (https://pokemondb.net/move/ally-switch), Psychic (https://pokemondb.net/type/psychic), Psyshock (https://pokemondb.net/move/psyshock), Normal (https://pokemondb.net/type/normal)"
0719,Diancie,,8.8 kg,70.0 cm,Rock,"Diamond Storm (https://pokemondb.net/move/diamond-storm), Take Down (https://pokemondb.net/move/take-down), Harden (https://pokemondb.net/move/harden), Rock (https://pokemondb.net/type/rock), Hyper Beam (https://pokemondb.net/move/hyper-beam), Psychic (https://pokemondb.net/move/psychic)"
0718,Zygarde,,305.0 kg,500.0 cm,Dragon,"Bind (https://pokemondb.net/move/bind), Dragon (https://pokemondb.net/type/dragon), Hyper Beam (https://pokemondb.net/move/hyper-beam), Body Slam (https://pokemondb.net/move/body-slam), Bite (https://pokemondb.net/move/bite), Normal (https://pokemondb.net/type/normal), Toxic (https://pokemondb.net/move/toxic), Dragon (https://pokemondb.net/type/dragon), Fighting (https://pokemondb.net/type/fighting)"
0717,Yveltal,,203.0 kg,580.0 cm,Dark,"Double Team (https://pokemondb.net/move/double-team), Flying (https://pokemondb.net/type/flying), Fly (https://pokemondb.net/move/fly), Body Slam (https://pokemondb.net/move/body-slam), Hurricane (https://pokemondb.net/move/hurricane), Normal (https://pokemondb.net/type/normal), Dragon Claw (https://pokemondb.net/move/dragon-claw), Dark (https://pokemondb.net/type/dark)"
0712,Bergmite,"##0712 - Bergmite (https://pokemondb.net/pokedex/bergmite), ##0713 - Avalugg (https://pokemondb.net/pokedex/avalugg), ##0713 - Avalugg (https://pokemondb.net/pokedex/avalugg)",99.5 kg,100.0 cm,Ice,"Harden (https://pokemondb.net/move/harden), Ice (https://pokemondb.net/type/ice), Take Down (https://pokemondb.net/move/take-down), Tackle (https://pokemondb.net/move/tackle), Steel (https://pokemondb.net/type/steel)"
0714,Noibat,"##0714 - Noibat (https://pokemondb.net/pokedex/noibat), ##0715 - Noivern (https://pokemondb.net/pokedex/noivern)",8.0 kg,50.0 cm,Flying,"Absorb (https://pokemondb.net/move/absorb), Flying (https://pokemondb.net/type/flying), Take Down (https://pokemondb.net/move/take-down), Absorb (https://pokemondb.net/move/absorb), Flying (https://pokemondb.net/type/flying), Flying (https://pokemondb.net/type/flying), Fly (https://pokemondb.net/move/fly), Psychic (https://pokemondb.net/move/psychic)"
0715,Noivern,"##0714 - Noibat (https://pokemondb.net/pokedex/noibat), ##0715 - Noivern (https://pokemondb.net/pokedex/noivern)",85.0 kg,150.0 cm,Flying,"Absorb (https://pokemondb.net/move/absorb), Dragon (https://pokemondb.net/type/dragon), Flying (https://pokemondb.net/type/flying), Take Down (https://pokemondb.net/move/take-down), Absorb (https://pokemondb.net/move/absorb), Dragon (https://pokemondb.net/type/dragon), Flying (https://pokemondb.net/type/flying), Flying (https://pokemondb.net/type/flying), Fly (https://pokemondb.net/move/fly), Flamethrower (https://pokemondb.net/move/flamethrower)"
0710,Pumpkaboo,"##0710 - Pumpkaboo (https://pokemondb.net/pokedex/pumpkaboo), ##0711 - Gourgeist (https://pokemondb.net/pokedex/gourgeist)",5.0 kg,40.0 cm,Ghost,"Astonish (https://pokemondb.net/move/astonish), Ghost (https://pokemondb.net/type/ghost), Grass (https://pokemondb.net/type/grass), Solar Beam (https://pokemondb.net/move/solar-beam), Flamethrower (https://pokemondb.net/move/flamethrower), Astonish (https://pokemondb.net/move/astonish), Normal (https://pokemondb.net/type/normal), Psychic (https://pokemondb.net/type/psychic), Toxic (https://pokemondb.net/move/toxic), Normal (https://pokemondb.net/type/normal)"
0711,Gourgeist,"##0710 - Pumpkaboo (https://pokemondb.net/pokedex/pumpkaboo), ##0711 - Gourgeist (https://pokemondb.net/pokedex/gourgeist)",12.5 kg,90.0 cm,Ghost,"Astonish (https://pokemondb.net/move/astonish), Ghost (https://pokemondb.net/type/ghost), Grass (https://pokemondb.net/type/grass), Hyper Beam (https://pokemondb.net/move/hyper-beam), Flamethrower (https://pokemondb.net/move/flamethrower), Astonish (https://pokemondb.net/move/astonish), Normal (https://pokemondb.net/type/normal), Psychic (https://pokemondb.net/type/psychic), Toxic (https://pokemondb.net/move/toxic), Normal (https://pokemondb.net/type/normal)"
0713,Avalugg,"##0712 - Bergmite (https://pokemondb.net/pokedex/bergmite), ##0713 - Avalugg (https://pokemondb.net/pokedex/avalugg), ##0713 - Avalugg (https://pokemondb.net/pokedex/avalugg)",505.0 kg,200.0 cm,Ice,"Harden (https://pokemondb.net/move/harden), Harden (https://pokemondb.net/move/harden), Normal (https://pokemondb.net/type/normal), Rock (https://pokemondb.net/type/rock), Ice (https://pokemondb.net/type/ice), Take Down (https://pokemondb.net/move/take-down), Take Down (https://pokemondb.net/move/take-down), Rock Slide (https://pokemondb.net/move/rock-slide), Ground (https://pokemondb.net/type/ground)"
0707,Klefki,,3.0 kg,20.0 cm,Steel,"Astonish (https://pokemondb.net/move/astonish), Electric (https://pokemondb.net/type/electric), Protect (https://pokemondb.net/move/protect), Astonish (https://pokemondb.net/move/astonish), Electric (https://pokemondb.net/type/electric), Hyper Beam (https://pokemondb.net/move/hyper-beam), Psychic (https://pokemondb.net/move/psychic)"
0708,Phantump,"##0708 - Phantump (https://pokemondb.net/pokedex/phantump), ##0709 - Trevenant (https://pokemondb.net/pokedex/trevenant)",7.0 kg,40.0 cm,Ghost,"Astonish (https://pokemondb.net/move/astonish), Psychic (https://pokemondb.net/type/psychic), Protect (https://pokemondb.net/move/protect), Astonish (https://pokemondb.net/move/astonish), Normal (https://pokemondb.net/type/normal), Grass (https://pokemondb.net/type/grass), Magical Leaf (https://pokemondb.net/move/magical-leaf), Psychic (https://pokemondb.net/move/psychic)"
0704,Goomy,"##0704 - Goomy (https://pokemondb.net/pokedex/goomy), ##0705 - Sliggoo (https://pokemondb.net/pokedex/sliggoo), ##0706 - Goodra (https://pokemondb.net/pokedex/goodra), ##0705 - Sliggoo (https://pokemondb.net/pokedex/sliggoo), ##0706 - Goodra (https://pokemondb.net/pokedex/goodra)",2.8 kg,30.0 cm,Dragon,"Absorb (https://pokemondb.net/move/absorb), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Bubble (https://pokemondb.net/move/bubble), Dragon (https://pokemondb.net/type/dragon)"
0709,Trevenant,"##0708 - Phantump (https://pokemondb.net/pokedex/phantump), ##0709 - Trevenant (https://pokemondb.net/pokedex/trevenant)",71.0 kg,150.0 cm,Ghost,"Astonish (https://pokemondb.net/move/astonish), Ghost (https://pokemondb.net/type/ghost), Take Down (https://pokemondb.net/move/take-down), Astonish (https://pokemondb.net/move/astonish), Ghost (https://pokemondb.net/type/ghost), Normal (https://pokemondb.net/type/normal), Grass (https://pokemondb.net/type/grass), Hyper Beam (https://pokemondb.net/move/hyper-beam), Earthquake (https://pokemondb.net/move/earthquake)"
0716,Xerneas,,215.0 kg,300.0 cm,Fairy,"Gravity (https://pokemondb.net/move/gravity), Fairy (https://pokemondb.net/type/fairy), Hyper Beam (https://pokemondb.net/move/hyper-beam), Body Slam (https://pokemondb.net/move/body-slam), Aromatherapy (https://pokemondb.net/move/aromatherapy), Normal (https://pokemondb.net/type/normal), Psyshock (https://pokemondb.net/move/psyshock), Normal (https://pokemondb.net/type/normal)"
0705,Sliggoo,"##0704 - Goomy (https://pokemondb.net/pokedex/goomy), ##0705 - Sliggoo (https://pokemondb.net/pokedex/sliggoo), ##0706 - Goodra (https://pokemondb.net/pokedex/goodra), ##0705 - Sliggoo (https://pokemondb.net/pokedex/sliggoo), ##0706 - Goodra (https://pokemondb.net/pokedex/goodra)",17.5 kg,80.0 cm,Dragon,"Absorb (https://pokemondb.net/move/absorb), Absorb (https://pokemondb.net/move/absorb), Poison (https://pokemondb.net/type/poison), Steel (https://pokemondb.net/type/steel), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Take Down (https://pokemondb.net/move/take-down), Bubble (https://pokemondb.net/move/bubble), Dragon (https://pokemondb.net/type/dragon)"
0706,Goodra,"##0704 - Goomy (https://pokemondb.net/pokedex/goomy), ##0705 - Sliggoo (https://pokemondb.net/pokedex/sliggoo), ##0706 - Goodra (https://pokemondb.net/pokedex/goodra), ##0705 - Sliggoo (https://pokemondb.net/pokedex/sliggoo), ##0706 - Goodra (https://pokemondb.net/pokedex/goodra)",150.5 kg,200.0 cm,Dragon,"Absorb (https://pokemondb.net/move/absorb), Absorb (https://pokemondb.net/move/absorb), Water (https://pokemondb.net/type/water), Steel (https://pokemondb.net/type/steel), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Take Down (https://pokemondb.net/move/take-down), Bubble (https://pokemondb.net/move/bubble), Ground (https://pokemondb.net/type/ground)"
0723,Dartrix,"##0722 - Rowlet (https://pokemondb.net/pokedex/rowlet), ##0723 - Dartrix (https://pokemondb.net/pokedex/dartrix), ##0724 - Decidueye (https://pokemondb.net/pokedex/decidueye), ##0724 - Decidueye (https://pokemondb.net/pokedex/decidueye)",16.0 kg,70.0 cm,Grass,"Astonish (https://pokemondb.net/move/astonish), Ghost (https://pokemondb.net/type/ghost), Take Down (https://pokemondb.net/move/take-down), Gust (https://pokemondb.net/move/gust), Flying (https://pokemondb.net/type/flying)"
0703,Carbink,,5.7 kg,30.0 cm,Rock,"Harden (https://pokemondb.net/move/harden), Take Down (https://pokemondb.net/move/take-down), Harden (https://pokemondb.net/move/harden), Rock (https://pokemondb.net/type/rock), Light Screen (https://pokemondb.net/move/light-screen), Psychic (https://pokemondb.net/move/psychic)"
0702,Dedenne,,2.2 kg,20.0 cm,Electric,"Nuzzle (https://pokemondb.net/move/nuzzle), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Nuzzle (https://pokemondb.net/move/nuzzle), Normal (https://pokemondb.net/type/normal), Electric (https://pokemondb.net/type/electric), Thunder Punch (https://pokemondb.net/move/thunder-punch), Thunderbolt (https://pokemondb.net/move/thunderbolt)"
0701,Hawlucha,,21.5 kg,80.0 cm,Fighting,"Hone Claws (https://pokemondb.net/move/hone-claws), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Hone Claws (https://pokemondb.net/move/hone-claws), Fighting (https://pokemondb.net/type/fighting), Fighting (https://pokemondb.net/type/fighting), Mega Punch (https://pokemondb.net/move/mega-punch), Swords Dance (https://pokemondb.net/move/swords-dance)"
0700,Sylveon,"##0133 - Eevee (https://pokemondb.net/pokedex/eevee), ##0134 - Vaporeon (https://pokemondb.net/pokedex/vaporeon), ##0135 - Jolteon (https://pokemondb.net/pokedex/jolteon), ##0136 - Flareon (https://pokemondb.net/pokedex/flareon), ##0133 - Eevee (https://pokemondb.net/pokedex/eevee), ##0196 - Espeon (https://pokemondb.net/pokedex/espeon), ##0197 - Umbreon (https://pokemondb.net/pokedex/umbreon), ##0133 - Eevee (https://pokemondb.net/pokedex/eevee), ##0470 - Leafeon (https://pokemondb.net/pokedex/leafeon), ##0471 - Glaceon (https://pokemondb.net/pokedex/glaceon), ##0133 - Eevee (https://pokemondb.net/pokedex/eevee), ##0700 - Sylveon (https://pokemondb.net/pokedex/sylveon)",23.5 kg,100.0 cm,Fairy,"Baton Pass (https://pokemondb.net/move/baton-pass), Fairy (https://pokemondb.net/type/fairy), Ghost (https://pokemondb.net/type/ghost), Take Down (https://pokemondb.net/move/take-down), Fairy Wind (https://pokemondb.net/move/fairy-wind), Fairy (https://pokemondb.net/type/fairy)"
0698,Amaura,"##0698 - Amaura (https://pokemondb.net/pokedex/amaura), ##0699 - Aurorus (https://pokemondb.net/pokedex/aurorus)",25.2 kg,130.0 cm,Rock,"Growl (https://pokemondb.net/move/growl), Ice (https://pokemondb.net/type/ice), Rock (https://pokemondb.net/type/rock), Hyper Beam (https://pokemondb.net/move/hyper-beam), Body Slam (https://pokemondb.net/move/body-slam), Growl (https://pokemondb.net/move/growl), Psychic (https://pokemondb.net/type/psychic), Water (https://pokemondb.net/type/water), Calm Mind (https://pokemondb.net/move/calm-mind), Normal (https://pokemondb.net/type/normal)"
0697,Tyrantrum,"##0696 - Tyrunt (https://pokemondb.net/pokedex/tyrunt), ##0697 - Tyrantrum (https://pokemondb.net/pokedex/tyrantrum)",270.0 kg,250.0 cm,Rock,"Ancient Power (https://pokemondb.net/move/ancient-power), Dark (https://pokemondb.net/type/dark), Hyper Beam (https://pokemondb.net/move/hyper-beam), Body Slam (https://pokemondb.net/move/body-slam), Head Smash (https://pokemondb.net/move/head-smash), Rock (https://pokemondb.net/type/rock), Ghost (https://pokemondb.net/type/ghost), Normal (https://pokemondb.net/type/normal), Dragon Claw (https://pokemondb.net/move/dragon-claw), Ground (https://pokemondb.net/type/ground)"
0696,Tyrunt,"##0696 - Tyrunt (https://pokemondb.net/pokedex/tyrunt), ##0697 - Tyrantrum (https://pokemondb.net/pokedex/tyrantrum)",26.0 kg,80.0 cm,Rock,"Tackle (https://pokemondb.net/move/tackle), Ghost (https://pokemondb.net/type/ghost), Dark (https://pokemondb.net/type/dark), Dig (https://pokemondb.net/move/dig), Body Slam (https://pokemondb.net/move/body-slam), Tackle (https://pokemondb.net/move/tackle), Ghost (https://pokemondb.net/type/ghost), Normal (https://pokemondb.net/type/normal), Dragon Claw (https://pokemondb.net/move/dragon-claw), Ground (https://pokemondb.net/type/ground)"
0694,Helioptile,"##0694 - Helioptile (https://pokemondb.net/pokedex/helioptile), ##0695 - Heliolisk (https://pokemondb.net/pokedex/heliolisk)",6.0 kg,50.0 cm,Electric,"Mud-Slap (https://pokemondb.net/move/mud-slap), Dragon (https://pokemondb.net/type/dragon), Electric (https://pokemondb.net/type/electric), Thunder Wave (https://pokemondb.net/move/thunder-wave), Surf (https://pokemondb.net/move/surf), Pound (https://pokemondb.net/move/pound), Psychic (https://pokemondb.net/type/psychic), Psychic (https://pokemondb.net/type/psychic), Toxic (https://pokemondb.net/move/toxic), Ground (https://pokemondb.net/type/ground)"
0695,Heliolisk,"##0694 - Helioptile (https://pokemondb.net/pokedex/helioptile), ##0695 - Heliolisk (https://pokemondb.net/pokedex/heliolisk)",21.0 kg,100.0 cm,Electric,"Bulldoze (https://pokemondb.net/move/bulldoze), Dragon (https://pokemondb.net/type/dragon), Electric (https://pokemondb.net/type/electric), Mega Punch (https://pokemondb.net/move/mega-punch), Surf (https://pokemondb.net/move/surf), Charge (https://pokemondb.net/move/charge), Psychic (https://pokemondb.net/type/psychic), Psychic (https://pokemondb.net/type/psychic), Ground (https://pokemondb.net/type/ground), Toxic (https://pokemondb.net/move/toxic), Ground (https://pokemondb.net/type/ground)"
0699,Aurorus,"##0698 - Amaura (https://pokemondb.net/pokedex/amaura), ##0699 - Aurorus (https://pokemondb.net/pokedex/aurorus)",225.0 kg,270.0 cm,Rock,"Ancient Power (https://pokemondb.net/move/ancient-power), Rock (https://pokemondb.net/type/rock), Hyper Beam (https://pokemondb.net/move/hyper-beam), Body Slam (https://pokemondb.net/move/body-slam), Freeze-Dry (https://pokemondb.net/move/freeze-dry), Ice (https://pokemondb.net/type/ice), Psychic (https://pokemondb.net/type/psychic), Water (https://pokemondb.net/type/water), Calm Mind (https://pokemondb.net/move/calm-mind), Normal (https://pokemondb.net/type/normal)"
0690,Skrelp,"##0690 - Skrelp (https://pokemondb.net/pokedex/skrelp), ##0691 - Dragalge (https://pokemondb.net/pokedex/dragalge)",7.3 kg,50.0 cm,Poison,"Smokescreen (https://pokemondb.net/move/smokescreen), Poison (https://pokemondb.net/type/poison), Take Down (https://pokemondb.net/move/take-down), Smokescreen (https://pokemondb.net/move/smokescreen), Poison (https://pokemondb.net/type/poison), Water (https://pokemondb.net/type/water), Rest (https://pokemondb.net/move/rest), Hydro Pump (https://pokemondb.net/move/hydro-pump)"
0693,Clawitzer,"##0692 - Clauncher (https://pokemondb.net/pokedex/clauncher), ##0693 - Clawitzer (https://pokemondb.net/pokedex/clawitzer)",35.3 kg,130.0 cm,Water,"Dark Pulse (https://pokemondb.net/move/dark-pulse), Water (https://pokemondb.net/type/water), Take Down (https://pokemondb.net/move/take-down), Dark Pulse (https://pokemondb.net/move/dark-pulse), Water (https://pokemondb.net/type/water), Water (https://pokemondb.net/type/water), Hyper Beam (https://pokemondb.net/move/hyper-beam), Swords Dance (https://pokemondb.net/move/swords-dance)"
0692,Clauncher,"##0692 - Clauncher (https://pokemondb.net/pokedex/clauncher), ##0693 - Clawitzer (https://pokemondb.net/pokedex/clawitzer)",8.3 kg,50.0 cm,Water,"Splash (https://pokemondb.net/move/splash), Water (https://pokemondb.net/type/water), Take Down (https://pokemondb.net/move/take-down), Splash (https://pokemondb.net/move/splash), Water (https://pokemondb.net/type/water), Water (https://pokemondb.net/type/water), Rest (https://pokemondb.net/move/rest), Swords Dance (https://pokemondb.net/move/swords-dance)"
0689,Barbaracle,"##0688 - Binacle (https://pokemondb.net/pokedex/binacle), ##0689 - Barbaracle (https://pokemondb.net/pokedex/barbaracle)",96.0 kg,130.0 cm,Rock,"Mud-Slap (https://pokemondb.net/move/mud-slap), Dark (https://pokemondb.net/type/dark), Rock (https://pokemondb.net/type/rock), Hyper Beam (https://pokemondb.net/move/hyper-beam), Swords Dance (https://pokemondb.net/move/swords-dance), Sand Attack (https://pokemondb.net/move/sand-attack), Normal (https://pokemondb.net/type/normal), Dragon (https://pokemondb.net/type/dragon), Dragon Claw (https://pokemondb.net/move/dragon-claw), Ground (https://pokemondb.net/type/ground)"
0691,Dragalge,"##0690 - Skrelp (https://pokemondb.net/pokedex/skrelp), ##0691 - Dragalge (https://pokemondb.net/pokedex/dragalge)",81.5 kg,180.0 cm,Poison,"Acid (https://pokemondb.net/move/acid), Poison (https://pokemondb.net/type/poison), Take Down (https://pokemondb.net/move/take-down), Acid (https://pokemondb.net/move/acid), Poison (https://pokemondb.net/type/poison), Water (https://pokemondb.net/type/water), Hyper Beam (https://pokemondb.net/move/hyper-beam), Hydro Pump (https://pokemondb.net/move/hydro-pump)"
0687,Malamar,"##0686 - Inkay (https://pokemondb.net/pokedex/inkay), ##0687 - Malamar (https://pokemondb.net/pokedex/malamar)",47.0 kg,150.0 cm,Dark,"Hypnosis (https://pokemondb.net/move/hypnosis), Fake Tears (https://pokemondb.net/move/fake-tears), Hypnosis (https://pokemondb.net/move/hypnosis), Normal (https://pokemondb.net/type/normal), Psychic (https://pokemondb.net/type/psychic), Hyper Beam (https://pokemondb.net/move/hyper-beam), Flamethrower (https://pokemondb.net/move/flamethrower)"
0688,Binacle,"##0688 - Binacle (https://pokemondb.net/pokedex/binacle), ##0689 - Barbaracle (https://pokemondb.net/pokedex/barbaracle)",31.0 kg,50.0 cm,Rock,"Mud-Slap (https://pokemondb.net/move/mud-slap), Dark (https://pokemondb.net/type/dark), Dig (https://pokemondb.net/move/dig), Swords Dance (https://pokemondb.net/move/swords-dance), Sand Attack (https://pokemondb.net/move/sand-attack), Normal (https://pokemondb.net/type/normal), Dragon (https://pokemondb.net/type/dragon), Toxic (https://pokemondb.net/move/toxic), Ground (https://pokemondb.net/type/ground)"
0684,Swirlix,"##0684 - Swirlix (https://pokemondb.net/pokedex/swirlix), ##0685 - Slurpuff (https://pokemondb.net/pokedex/slurpuff)",3.5 kg,40.0 cm,Fairy,"Sweet Scent (https://pokemondb.net/move/sweet-scent), Normal (https://pokemondb.net/type/normal), Fairy (https://pokemondb.net/type/fairy), Light Screen (https://pokemondb.net/move/light-screen), Flamethrower (https://pokemondb.net/move/flamethrower), Sweet Scent (https://pokemondb.net/move/sweet-scent), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Calm Mind (https://pokemondb.net/move/calm-mind), Normal (https://pokemondb.net/type/normal)"
0683,Aromatisse,"##0682 - Spritzee (https://pokemondb.net/pokedex/spritzee), ##0683 - Aromatisse (https://pokemondb.net/pokedex/aromatisse)",15.5 kg,80.0 cm,Fairy,"Aromatic Mist (https://pokemondb.net/move/aromatic-mist), Normal (https://pokemondb.net/type/normal), Fairy (https://pokemondb.net/type/fairy), Hyper Beam (https://pokemondb.net/move/hyper-beam), Thunderbolt (https://pokemondb.net/move/thunderbolt), Aromatic Mist (https://pokemondb.net/move/aromatic-mist), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Psyshock (https://pokemondb.net/move/psyshock), Normal (https://pokemondb.net/type/normal)"
0681,Aegislash,"##0679 - Honedge (https://pokemondb.net/pokedex/honedge), ##0680 - Doublade (https://pokemondb.net/pokedex/doublade), ##0681 - Aegislash (https://pokemondb.net/pokedex/aegislash)",53.0 kg,170.0 cm,Steel,"Aerial Ace (https://pokemondb.net/move/aerial-ace), Steel (https://pokemondb.net/type/steel), Normal (https://pokemondb.net/type/normal), Hyper Beam (https://pokemondb.net/move/hyper-beam), Swords Dance (https://pokemondb.net/move/swords-dance), Aerial Ace (https://pokemondb.net/move/aerial-ace), Ghost (https://pokemondb.net/type/ghost), Normal (https://pokemondb.net/type/normal), Steel (https://pokemondb.net/type/steel), Toxic (https://pokemondb.net/move/toxic), Fighting (https://pokemondb.net/type/fighting)"
0685,Slurpuff,"##0684 - Swirlix (https://pokemondb.net/pokedex/swirlix), ##0685 - Slurpuff (https://pokemondb.net/pokedex/slurpuff)",5.0 kg,80.0 cm,Fairy,"Fairy Wind (https://pokemondb.net/move/fairy-wind), Normal (https://pokemondb.net/type/normal), Fairy (https://pokemondb.net/type/fairy), Hyper Beam (https://pokemondb.net/move/hyper-beam), Flamethrower (https://pokemondb.net/move/flamethrower), Fairy Wind (https://pokemondb.net/move/fairy-wind), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Calm Mind (https://pokemondb.net/move/calm-mind), Normal (https://pokemondb.net/type/normal)"
0682,Spritzee,"##0682 - Spritzee (https://pokemondb.net/pokedex/spritzee), ##0683 - Aromatisse (https://pokemondb.net/pokedex/aromatisse)",0.5 kg,20.0 cm,Fairy,"Fairy Wind (https://pokemondb.net/move/fairy-wind), Normal (https://pokemondb.net/type/normal), Fairy (https://pokemondb.net/type/fairy), Light Screen (https://pokemondb.net/move/light-screen), Thunderbolt (https://pokemondb.net/move/thunderbolt), Fairy Wind (https://pokemondb.net/move/fairy-wind), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Calm Mind (https://pokemondb.net/move/calm-mind), Normal (https://pokemondb.net/type/normal)"
0686,Inkay,"##0686 - Inkay (https://pokemondb.net/pokedex/inkay), ##0687 - Malamar (https://pokemondb.net/pokedex/malamar)",3.5 kg,40.0 cm,Dark,"Peck (https://pokemondb.net/move/peck), Normal (https://pokemondb.net/type/normal), Fake Tears (https://pokemondb.net/move/fake-tears), Peck (https://pokemondb.net/move/peck), Normal (https://pokemondb.net/type/normal), Psychic (https://pokemondb.net/type/psychic), Light Screen (https://pokemondb.net/move/light-screen), Flamethrower (https://pokemondb.net/move/flamethrower)"
